Player,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,2P%,eFG%,FT%,Season,Salary,Rating,Cap Maximum,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Channing Frye,26,97,41,54.2,6.6,16.1,4.0,10.2,2.6,5.8,2.1,2.5,1.4,9.5,10.9,2.3,1.6,1.5,1.4,6.3,19.4,0.41,0.392,0.448,0.534,0.84,2010,2.0,60,58.04,1,0,0,0,0
Charlie Bell,30,145,78,48.1,4.8,13.1,2.0,5.9,2.8,7.1,1.4,1.8,0.8,2.8,3.8,3.0,1.0,0.4,1.6,4.5,13.0,0.366,0.339,0.394,0.443,0.778,2010,3.596,66,58.04,0,0,0,0,1
Charlie Villanueva,25,78,16,23.7,4.7,10.6,1.3,3.6,3.4,7.0,1.4,1.7,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9,0.443,0.361,0.486,0.505,0.824,2010,6.5,72,58.04,0,1,0,0,0
Chase Budinger,21,74,4,20.1,3.4,7.6,1.2,3.4,2.1,4.3,0.9,1.2,0.5,2.5,3.0,1.2,0.5,0.1,0.6,1.1,8.9,0.447,0.353,0.488,0.526,0.75,2010,0.458,65,58.04,0,0,0,1,0
Chauncey Billups,33,79,79,68.6,11.7,27.0,4.0,10.8,7.7,16.3,12.6,14.0,0.5,5.0,5.4,11.9,2.1,0.6,5.4,6.1,39.8,0.433,0.37,0.472,0.507,0.9,2010,12.1,85,58.04,0,0,1,0,0
Chris Andersen,31,82,0,41.6,3.4,6.1,0.0,0.0,3.4,6.1,3.7,5.4,3.1,7.7,10.9,0.6,0.8,2.9,1.5,4.6,10.4,0.557,0.0,0.557,0.557,0.685,2010,3.65,67,58.04,0,1,0,0,0
Chris Bosh,25,70,70,36.1,8.6,16.5,0.1,0.3,8.5,16.2,6.7,8.4,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,0.521,0.333,0.525,0.524,0.798,2010,15.78,84,58.04,1,0,0,0,0
Chris Douglas-Roberts,23,67,38,25.8,3.8,8.6,0.2,0.8,3.6,7.7,2.0,2.3,0.7,2.3,3.0,1.4,0.8,0.3,1.4,1.5,9.8,0.442,0.25,0.468,0.453,0.87,2010,0.736,62,58.04,0,0,0,1,0
Chris Duhon,27,67,59,30.9,2.5,6.7,1.3,3.9,1.2,2.9,1.0,1.4,0.4,2.2,2.7,5.6,0.9,0.0,1.6,1.2,7.4,0.373,0.333,0.414,0.47,0.714,2010,6.032,72,58.04,0,0,1,0,0
Chris Kaman,27,76,76,34.3,7.8,15.8,0.0,0.1,7.8,15.7,3.0,4.0,2.4,6.8,9.3,1.6,0.5,1.2,2.9,2.8,18.5,0.494,0.0,0.497,0.494,0.75,2010,10.4,72,58.04,1,0,0,0,0
Chris Paul,24,45,45,38.0,7.0,14.2,1.2,2.8,5.8,11.3,3.6,4.2,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7,0.493,0.429,0.513,0.535,0.857,2010,13.52,94,58.04,0,0,1,0,0
Chris Quinn,26,25,0,8.9,0.8,2.2,0.4,1.3,0.4,1.0,0.2,0.2,0.0,0.6,0.6,1.2,0.4,0.0,0.4,0.6,2.2,0.364,0.308,0.4,0.455,1.0,2010,1.055,63,58.04,0,0,1,0,0
Chris Wilcox,27,34,10,13.0,1.9,3.5,0.0,0.0,1.9,3.5,0.8,1.5,1.3,2.1,3.4,0.4,0.4,0.4,1.1,1.9,4.5,0.543,0.0,0.543,0.543,0.533,2010,3.0,63,58.04,0,1,0,0,0
Chuck Hayes,26,82,82,21.6,2.0,4.0,0.0,0.0,2.0,4.0,0.4,0.8,1.8,3.8,5.7,1.7,0.9,0.5,0.9,2.7,4.4,0.5,0.0,0.5,0.5,0.5,2010,2.112,62,58.04,1,0,0,0,0
Chucky Atkins,35,40,11,16.1,1.4,3.9,0.6,1.8,0.9,2.1,0.6,0.7,0.1,0.6,0.7,2.3,0.4,0.0,0.8,1.3,4.0,0.359,0.333,0.429,0.436,0.857,2010,2.066,60,58.04,0,0,1,0,0
Corey Brewer,23,82,82,30.3,5.0,11.6,1.0,2.9,4.0,8.7,2.0,3.1,0.9,2.5,3.4,2.4,1.4,0.4,2.0,2.7,13.0,0.431,0.345,0.46,0.474,0.645,2010,2.916,68,58.04,0,0,0,0,1
Corey Maggette,30,70,49,29.7,6.5,12.7,0.2,0.7,6.3,11.9,6.6,7.9,1.3,4.0,5.3,2.5,0.7,0.1,2.4,3.3,19.8,0.512,0.286,0.529,0.52,0.835,2010,8.938,75,58.04,0,1,0,0,0
Courtney Lee,24,71,66,33.5,4.8,10.9,1.1,3.2,3.7,7.7,1.9,2.2,0.8,2.7,3.5,1.7,1.3,0.3,1.1,1.8,12.5,0.44,0.344,0.481,0.491,0.864,2010,1.264,68,58.04,0,0,0,0,1
Craig Smith,26,75,2,16.4,3.0,5.3,0.0,0.1,3.0,5.2,1.8,2.8,1.3,2.5,3.8,1.1,0.4,0.3,1.2,2.6,7.8,0.566,0.0,0.577,0.566,0.643,2010,2.5,62,58.04,0,1,0,0,0
DJ Augustin,22,84,2,36.7,3.4,9.7,1.4,3.7,2.0,6.0,2.6,3.1,0.4,1.9,2.2,4.2,0.9,0.4,1.9,2.6,10.7,0.351,0.378,0.333,0.423,0.839,2010,2.385,70,58.04,0,0,1,0,0
DJ White,23,12,0,8.5,2.1,3.4,0.0,0.0,2.1,3.4,0.8,0.8,0.8,1.1,1.9,0.3,0.4,0.3,0.3,1.0,4.9,0.618,0.0,0.618,0.618,1.0,2010,1.036,63,58.04,0,1,0,0,0
DaJuan Summers,22,44,0,9.2,1.0,3.0,0.3,1.0,0.7,2.0,0.6,0.9,0.3,0.7,1.0,0.4,0.2,0.2,0.4,1.2,3.0,0.333,0.3,0.35,0.383,0.667,2010,0.458,59,58.04,0,0,0,1,0
Daequan Cook,22,45,3,15.4,1.8,5.6,0.9,2.8,0.9,2.8,0.5,0.6,0.2,1.6,1.8,1.0,0.3,0.2,0.5,1.1,5.0,0.321,0.321,0.321,0.402,0.833,2010,1.362,61,58.04,0,0,0,0,1
Dahntay Jones,29,76,26,24.9,3.8,8.2,0.1,0.4,3.7,7.8,2.6,3.4,0.6,2.4,3.0,2.0,0.5,0.5,1.7,3.1,10.2,0.463,0.25,0.474,0.47,0.765,2010,2.5,66,58.04,0,0,0,1,0
Damien Wilkins,30,80,31,19.8,2.1,4.8,0.2,0.8,1.8,4.0,1.3,1.6,0.9,2.2,3.1,1.7,0.8,0.3,1.0,1.8,5.6,0.438,0.25,0.45,0.458,0.812,2010,3.3,61,58.04,0,0,0,1,0
Daniel Gibson,23,61,10,23.7,2.6,6.2,1.5,3.5,1.2,2.7,1.0,1.3,0.2,1.7,1.9,1.5,0.4,0.1,1.0,2.0,7.7,0.419,0.429,0.444,0.54,0.769,2010,4.088,60,58.04,0,0,1,0,0
Danilo Gallinari,21,81,74,33.9,4.8,11.4,2.3,6.0,2.5,5.4,3.1,3.8,0.8,4.1,4.9,1.7,0.9,0.7,1.4,2.4,15.1,0.421,0.383,0.463,0.522,0.816,2010,3.089,56,58.04,0,0,0,1,0
Danny Granger,26,62,62,36.7,7.9,18.4,2.5,7.1,5.3,11.3,5.9,6.9,1.1,4.4,5.5,2.8,1.5,0.8,2.5,3.0,24.1,0.429,0.352,0.469,0.497,0.855,2010,9.93,84,58.04,0,0,0,1,0
Danny Green,22,20,0,5.8,0.8,2.0,0.3,1.1,0.5,0.9,0.2,0.3,0.4,0.5,0.9,0.3,0.3,0.2,0.3,0.5,2.0,0.4,0.273,0.556,0.475,0.667,2010,0.458,64,58.04,0,0,0,0,1
Darius Songaila,31,75,1,18.8,3.2,6.5,0.0,0.1,3.2,6.4,0.8,1.0,0.8,2.3,3.1,0.9,0.8,0.2,1.1,2.7,7.2,0.492,0.0,0.5,0.492,0.8,2010,4.526,61,58.04,1,0,0,0,0
Darko Milicic,24,64,36,55.9,7.9,16.3,0.0,0.0,7.9,16.2,1.1,2.1,3.9,8.7,12.5,3.8,2.0,2.6,2.8,6.6,17.0,0.485,0.0,0.488,0.485,0.524,2010,7.5,58,58.04,1,0,0,0,0
Darrell Arthur,21,64,2,28.6,4.0,9.2,0.0,0.0,4.0,9.0,1.0,1.8,2.4,4.6,6.8,1.0,0.8,0.8,1.4,3.8,9.0,0.435,0.0,0.444,0.435,0.556,2010,1.05,65,58.04,0,1,0,0,0
Darren Collison,22,76,37,27.8,4.9,10.4,0.6,1.5,4.3,8.9,1.9,2.3,0.5,2.0,2.5,5.7,1.0,0.1,2.7,1.2,12.4,0.471,0.4,0.483,0.5,0.826,2010,1.266,65,58.04,0,0,1,0,0
David Lee,26,81,81,37.3,8.5,15.5,0.0,0.1,8.5,15.4,3.3,4.1,2.8,8.9,11.7,3.6,1.0,0.5,2.3,3.2,20.2,0.548,0.0,0.552,0.548,0.805,2010,7.0,77,58.04,1,0,0,0,0
David West,29,81,81,36.4,7.6,15.1,0.1,0.3,7.6,14.8,3.7,4.2,2.0,5.4,7.5,3.0,0.9,0.7,2.1,2.9,19.0,0.503,0.333,0.514,0.507,0.881,2010,9.075,78,58.04,0,1,0,0,0
DeAndre Jordan,21,70,12,16.2,2.1,3.4,0.0,0.0,2.1,3.4,0.7,1.8,1.7,3.3,5.0,0.3,0.2,0.9,1.1,2.2,4.8,0.618,0.0,0.618,0.618,0.389,2010,0.736,56,58.04,1,0,0,0,0
DeJuan Blair,20,92,23,27.3,5.0,9.2,0.0,0.0,5.0,9.2,1.6,2.9,4.3,6.0,10.3,1.3,1.1,0.9,1.6,4.5,11.5,0.543,0.0,0.543,0.543,0.552,2010,0.85,59,58.04,0,1,0,0,0
DeMar DeRozan,20,77,65,21.6,3.3,6.6,0.1,0.2,3.3,6.4,1.9,2.5,0.9,2.0,2.9,0.7,0.6,0.2,0.8,2.3,8.6,0.5,0.5,0.516,0.508,0.76,2010,2.283,64,58.04,0,0,0,0,1
DeMarre Carroll,23,71,1,11.2,1.2,3.1,0.0,0.1,1.2,3.0,0.5,0.7,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.5,2.9,0.387,0.0,0.4,0.387,0.714,2010,1.01,60,58.04,0,0,0,1,0
DeSagana Diop,28,27,0,9.7,0.6,1.1,0.0,0.0,0.6,1.1,0.1,0.3,0.9,1.5,2.4,0.2,0.2,0.5,0.4,1.1,1.2,0.545,0.0,0.545,0.545,0.333,2010,6.032,57,58.04,1,0,0,0,0
DeShawn Stevenson,28,130,36,43.3,2.1,9.1,0.9,5.5,1.3,3.7,1.2,1.5,0.6,3.7,4.1,2.5,0.8,0.2,1.4,4.5,6.3,0.231,0.164,0.351,0.28,0.8,2010,3.887,68,58.04,0,0,0,0,1
Delonte West,26,71,3,49.5,5.7,13.4,0.7,3.0,5.1,10.4,3.3,3.9,1.0,3.7,4.7,5.9,1.7,0.8,3.2,2.9,15.5,0.425,0.233,0.49,0.451,0.846,2010,4.254,75,58.04,0,0,0,0,1
Derek Fisher,35,105,105,60.0,6.2,14.8,2.2,6.0,4.0,8.8,3.4,4.0,0.7,3.9,4.6,5.3,2.3,0.1,2.6,6.1,17.8,0.419,0.367,0.455,0.493,0.85,2010,5.048,70,58.04,0,0,1,0,0
Deron Williams,25,86,86,76.7,13.2,28.8,3.3,8.5,9.9,20.2,13.3,16.6,1.1,5.6,6.7,20.7,2.3,0.6,6.3,6.4,43.0,0.458,0.388,0.49,0.516,0.801,2010,12.324,89,58.04,0,0,1,0,0
Derrick Brown,22,59,0,9.9,1.7,3.1,0.0,0.1,1.7,3.0,0.8,1.3,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0.9,4.3,0.548,0.0,0.567,0.548,0.615,2010,0.458,69,58.04,0,0,0,1,0
Derrick Rose,21,83,83,79.2,20.0,42.6,0.6,2.0,19.4,40.6,6.9,8.7,1.6,5.5,7.2,13.2,1.5,0.3,5.4,2.8,47.6,0.469,0.3,0.478,0.477,0.793,2010,5.184,80,58.04,0,0,1,0,0
Devean George,32,45,4,16.9,2.0,4.6,1.1,2.7,0.9,1.8,0.4,0.5,0.5,2.1,2.5,0.7,0.9,0.2,0.3,2.0,5.4,0.435,0.407,0.5,0.554,0.8,2010,1.6,61,58.04,0,0,0,1,0
Devin Brown,31,101,74,56.5,7.7,19.8,3.0,8.6,4.9,11.2,3.2,4.9,1.5,6.2,7.7,3.4,1.8,0.3,3.2,3.9,21.5,0.389,0.349,0.438,0.465,0.653,2010,1.1,59,58.04,0,0,0,0,1
Devin Harris,26,64,61,34.7,5.6,13.8,0.9,3.4,4.6,10.4,4.8,6.0,0.4,2.8,3.2,6.6,1.2,0.3,2.8,2.8,16.9,0.406,0.265,0.442,0.438,0.8,2010,8.4,86,58.04,0,0,1,0,0
Dirk Nowitzki,31,87,86,76.3,18.6,36.2,1.3,2.7,17.3,33.5,13.3,14.2,2.2,13.7,15.9,5.7,1.7,1.7,3.5,5.1,51.7,0.514,0.481,0.516,0.532,0.937,2010,19.796,83,58.04,0,1,0,0,0
Dominic McGuire,24,102,4,18.6,1.2,3.2,0.0,0.0,1.2,3.2,0.0,0.4,1.5,3.4,4.8,0.7,0.3,0.3,1.2,1.8,2.2,0.375,0.0,0.375,0.375,0.0,2010,0.825,65,58.04,0,0,0,1,0
Donte Greene,21,76,50,21.4,3.2,7.3,0.9,2.4,2.3,4.9,1.2,1.8,0.7,2.4,3.1,0.9,0.5,0.7,1.2,2.0,8.5,0.438,0.375,0.469,0.5,0.667,2010,1.044,55,58.04,0,0,0,1,0
Dorell Wright,24,77,1,43.2,4.5,10.8,1.2,3.8,3.2,7.0,1.8,2.0,1.1,6.0,7.1,3.1,1.1,0.4,1.9,1.9,12.1,0.417,0.316,0.457,0.472,0.9,2010,2.75,63,58.04,0,0,0,1,0
Drew Gooden,28,140,66,77.7,13.0,27.0,0.0,0.3,13.0,26.7,8.6,9.8,9.2,14.9,24.0,2.2,1.8,2.2,4.9,8.3,34.6,0.481,0.0,0.487,0.481,0.878,2010,4.5,66,58.04,0,1,0,0,0
Dwight Howard,24,96,96,70.2,12.3,20.2,0.0,0.1,12.3,20.1,11.8,21.3,6.2,18.1,24.3,3.2,1.7,6.3,6.9,7.7,36.4,0.609,0.0,0.612,0.609,0.554,2010,15.203,89,58.04,1,0,0,0,0
Dwyane Wade,28,82,82,78.3,21.7,41.6,3.9,10.6,17.8,31.1,12.3,17.1,2.6,7.9,10.4,13.3,3.4,2.7,8.5,5.6,59.8,0.522,0.368,0.572,0.569,0.719,2010,15.78,96,58.04,0,0,0,0,1
Earl Clark,22,54,0,11.8,1.4,4.0,0.0,0.1,1.4,3.9,1.2,1.4,0.4,1.6,1.9,0.7,0.4,0.3,1.2,0.8,4.0,0.35,0.0,0.359,0.35,0.857,2010,1.766,64,58.04,0,1,0,0,0
Earl Watson,30,79,52,29.4,2.8,6.6,0.7,2.3,2.2,4.3,1.5,2.1,0.7,2.4,3.0,5.1,1.3,0.2,2.2,2.3,7.8,0.424,0.304,0.512,0.477,0.714,2010,9.4,64,58.04,0,0,1,0,0
Eddie House,31,154,0,76.0,9.9,27.9,4.1,13.2,5.9,14.7,2.8,3.0,0.9,6.4,7.4,6.5,2.6,0.2,3.4,4.6,27.0,0.355,0.311,0.401,0.428,0.933,2010,2.862,59,58.04,0,0,0,0,1
Eddy Curry,27,7,0,8.9,1.1,3.0,0.0,0.0,1.1,3.0,1.4,2.4,0.6,1.3,1.9,0.0,0.0,0.1,1.9,1.9,3.7,0.367,0.0,0.367,0.367,0.583,2010,10.5,65,58.04,1,0,0,0,0
Eduardo Najera,33,97,10,52.4,4.5,11.7,1.1,5.1,3.4,6.6,1.0,1.8,3.3,6.3,9.5,2.2,2.2,0.9,2.0,7.9,11.3,0.385,0.216,0.515,0.432,0.556,2010,3.1,61,58.04,0,1,0,0,0
Elton Brand,30,76,57,30.2,5.4,11.3,0.0,0.0,5.4,11.3,2.3,3.1,2.4,3.7,6.1,1.4,1.1,1.1,1.7,3.1,13.1,0.478,0.0,0.478,0.478,0.742,2010,14.858,77,58.04,0,1,0,0,0
Emeka Okafor,27,82,82,28.9,4.2,8.0,0.0,0.0,4.2,8.0,1.9,3.3,3.1,6.0,9.0,0.7,0.7,1.5,1.4,2.7,10.4,0.525,0.0,0.525,0.525,0.576,2010,10.539,79,58.04,1,0,0,0,0
Eric Gordon,21,62,60,36.0,5.7,12.6,1.9,5.2,3.8,7.5,3.6,4.8,0.4,2.2,2.6,3.0,1.1,0.2,2.3,1.5,16.9,0.452,0.365,0.507,0.528,0.75,2010,2.82,72,58.04,0,0,0,0,1
Eric Maynor,22,174,4,71.6,7.8,20.5,1.2,4.7,6.5,15.9,5.1,6.5,1.3,6.5,7.8,12.8,1.9,0.7,4.7,5.8,21.8,0.38,0.255,0.409,0.41,0.785,2010,1.319,66,58.04,0,0,1,0,0
Erick Dampier,34,60,51,46.9,2.4,5.5,0.0,0.1,2.4,5.4,2.1,4.2,5.9,7.9,13.9,1.2,0.5,2.4,2.3,6.6,7.0,0.436,0.0,0.444,0.436,0.5,2010,12.116,61,58.04,1,0,0,0,0
Etan Thomas,31,25,1,22.5,3.8,6.0,0.0,0.0,3.8,6.0,1.6,2.0,1.3,3.5,4.8,0.0,0.2,0.7,1.3,2.2,9.3,0.633,0.0,0.633,0.633,0.8,2010,7.35,62,58.04,1,0,0,0,0
Fabricio Oberto,34,57,20,11.4,0.6,1.0,0.0,0.0,0.6,1.0,0.2,0.3,0.6,1.2,1.8,0.9,0.2,0.2,0.6,2.1,1.5,0.6,0.0,0.6,0.6,0.667,2010,3.9,62,58.04,1,0,0,0,0
Francisco Elson,33,24,0,15.1,1.8,4.5,0.0,0.0,1.8,4.5,0.4,3.6,2.0,1.4,3.4,0.4,0.2,0.0,0.2,1.2,3.9,0.4,0.0,0.4,0.4,0.111,2010,1.7,62,58.04,1,0,0,0,0
Francisco Garcia,28,25,4,23.0,3.3,7.0,0.9,2.4,2.4,4.7,0.6,0.7,0.4,2.2,2.6,1.8,0.4,0.8,0.8,2.0,8.1,0.471,0.375,0.511,0.536,0.857,2010,5.8,68,58.04,0,0,0,0,1
George Hill,23,88,51,63.6,9.1,19.7,2.1,5.3,7.1,14.4,5.4,6.7,1.0,4.7,5.7,3.6,1.9,0.5,2.1,4.9,25.8,0.462,0.396,0.493,0.515,0.806,2010,1.082,61,58.04,0,0,1,0,0
Gerald Henderson,22,43,0,8.3,0.9,2.4,0.1,0.4,0.8,2.0,0.8,1.1,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,0.375,0.25,0.4,0.396,0.727,2010,1.957,67,58.04,0,0,0,0,1
Gerald Wallace,27,80,80,82.0,11.3,23.4,2.0,4.6,9.3,18.9,11.4,16.0,2.5,16.6,19.0,4.4,2.8,2.6,3.1,4.9,35.7,0.483,0.435,0.492,0.526,0.712,2010,9.075,78,58.04,0,0,0,1,0
Gilbert Arenas,28,32,32,36.5,7.9,19.3,2.0,5.7,5.9,13.6,4.8,6.5,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3.0,22.6,0.409,0.351,0.434,0.461,0.738,2010,16.192,84,58.04,0,0,1,0,0
Glen Davis,24,78,2,37.4,4.8,10.4,0.0,0.2,4.8,10.1,4.2,5.9,3.5,4.8,8.3,1.0,1.2,0.7,1.9,4.7,13.6,0.462,0.0,0.475,0.462,0.712,2010,3.0,65,58.04,0,1,0,0,0
Goran Dragic,23,176,4,50.8,8.3,18.5,2.6,7.3,5.7,11.4,4.4,5.9,1.6,4.6,6.0,8.3,1.5,0.3,4.2,4.3,23.4,0.449,0.356,0.5,0.519,0.746,2010,1.836,62,58.04,0,0,1,0,0
Grant Hill,37,97,97,58.3,7.8,16.4,0.6,2.0,7.2,14.4,4.6,5.5,1.7,9.7,11.3,4.7,1.5,1.0,2.5,4.9,20.9,0.476,0.3,0.5,0.494,0.836,2010,3.0,72,58.04,0,0,0,1,0
Greg Oden,22,21,21,23.9,4.4,7.2,0.0,0.0,4.4,7.2,2.3,3.0,3.0,5.4,8.5,0.9,0.4,2.3,1.9,4.0,11.1,0.611,0.0,0.611,0.611,0.767,2010,5.361,74,58.04,1,0,0,0,0
Hakim Warrick,27,155,12,71.1,11.0,24.9,0.0,0.5,11.0,24.3,9.8,12.8,5.9,8.0,13.8,2.0,1.0,0.7,3.8,5.9,31.5,0.442,0.0,0.453,0.442,0.766,2010,3.0,64,58.04,0,1,0,0,0
Hamed Haddadi,24,36,0,6.7,0.7,1.7,0.0,0.1,0.7,1.6,0.4,0.5,0.7,1.4,2.1,0.3,0.0,0.4,0.6,1.6,1.7,0.412,0.0,0.437,0.412,0.8,2010,1.628,55,58.04,1,0,0,0,0
Hasheem Thabeet,22,68,13,13.0,1.1,1.9,0.0,0.0,1.1,1.9,0.8,1.4,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1,0.579,0.0,0.579,0.579,0.571,2010,4.459,57,58.04,1,0,0,0,0
JJ Hickson,21,92,73,28.1,4.9,8.4,0.0,0.0,4.9,8.4,2.4,3.5,1.5,4.3,5.7,0.6,0.4,0.5,1.6,2.4,12.0,0.583,0.0,0.583,0.583,0.686,2010,1.429,61,58.04,0,1,0,0,0
JJ Redick,25,96,9,41.2,5.1,11.8,2.5,5.8,2.7,6.0,4.4,5.2,0.5,3.1,3.6,3.3,1.0,0.0,2.2,3.0,17.1,0.432,0.431,0.45,0.538,0.846,2010,2.839,52,58.04,0,0,0,0,1
JR Giddens,24,64,2,24.9,3.0,6.4,0.0,1.1,3.0,5.3,1.3,2.3,1.8,3.6,5.4,1.3,1.0,0.2,1.7,3.1,7.4,0.469,0.0,0.566,0.469,0.565,2010,1.029,57,58.04,0,0,0,1,0
JR Smith,24,81,0,54.3,9.2,23.3,3.9,11.4,5.3,11.8,4.2,5.4,1.2,5.7,6.9,4.1,2.0,0.6,2.9,5.1,26.6,0.395,0.342,0.449,0.479,0.778,2010,5.508,72,58.04,0,0,0,0,1
Jamaal Magloire,31,37,0,15.0,0.8,3.6,0.0,0.0,0.8,3.6,0.6,1.6,1.1,3.2,4.4,0.0,0.3,0.3,1.5,2.6,2.1,0.222,0.0,0.222,0.222,0.375,2010,1.229,61,58.04,1,0,0,0,0
Jamal Crawford,29,90,0,63.0,11.4,28.0,3.7,9.9,7.7,18.1,7.9,9.3,0.5,4.7,5.2,5.7,1.6,0.3,3.5,4.1,34.3,0.407,0.374,0.425,0.473,0.849,2010,9.36,75,58.04,0,0,0,0,1
Jamario Moon,29,72,2,27.5,3.2,6.2,1.2,3.1,1.8,3.1,0.8,1.0,0.6,4.0,4.6,1.3,1.0,1.0,0.4,1.8,8.4,0.516,0.387,0.581,0.613,0.8,2010,2.75,66,58.04,0,0,0,1,0
Jameer Nelson,27,79,78,62.8,11.4,24.5,3.7,9.5,7.7,15.0,5.1,6.2,1.0,5.5,6.6,10.2,1.7,0.0,4.6,5.0,31.6,0.465,0.389,0.513,0.541,0.823,2010,6.139,79,58.04,0,0,1,0,0
James Harden,20,82,0,42.9,5.1,12.8,2.2,6.0,2.8,6.8,5.3,6.4,0.8,4.9,5.7,3.6,2.1,0.5,1.9,4.9,17.6,0.398,0.367,0.412,0.484,0.828,2010,4.054,76,58.04,0,0,0,0,1
James Johnson,22,69,11,16.6,1.5,3.7,0.2,1.0,1.2,2.8,0.8,1.1,0.8,1.4,2.3,1.0,0.3,0.7,1.5,4.7,3.9,0.405,0.2,0.429,0.432,0.727,2010,1.594,62,58.04,0,1,0,0,0
James Jones,29,37,6,23.0,1.2,4.3,1.0,3.5,0.2,0.8,2.6,2.8,0.1,1.1,1.3,0.5,0.3,0.1,1.3,2.3,6.1,0.279,0.286,0.25,0.395,0.929,2010,4.32,58,58.04,0,0,0,1,0
James Posey,33,77,2,22.5,1.6,4.5,1.1,3.1,0.6,1.3,0.9,1.0,0.4,3.9,4.3,1.5,0.5,0.2,0.7,2.6,5.2,0.356,0.355,0.462,0.478,0.9,2010,6.032,72,58.04,0,0,0,1,0
Jannero Pargo,30,65,5,17.2,2.6,8.5,1.1,3.2,1.5,5.4,0.7,0.7,0.1,1.1,1.2,1.9,0.5,0.0,0.8,1.1,7.0,0.306,0.344,0.278,0.371,1.0,2010,2.0,64,58.04,0,0,1,0,0
Jared Dudley,24,98,1,47.9,5.2,11.4,3.1,6.9,2.2,4.5,2.4,3.5,2.1,5.0,7.2,3.2,2.1,0.6,1.4,4.3,15.8,0.456,0.449,0.489,0.592,0.686,2010,1.308,63,58.04,0,0,0,1,0
Jared Jeffries,28,140,74,72.1,6.0,13.6,0.8,2.7,5.2,10.9,3.1,5.0,5.5,6.6,12.0,4.0,2.4,2.8,3.1,8.5,15.7,0.441,0.296,0.477,0.471,0.62,2010,6.467,59,58.04,0,0,0,1,0
Jarrett Jack,26,82,43,27.4,3.9,8.2,1.0,2.4,2.9,5.8,2.5,2.9,0.4,2.3,2.7,5.0,0.7,0.1,2.0,1.8,11.4,0.476,0.417,0.5,0.537,0.862,2010,4.5,71,58.04,0,0,1,0,0
Jarvis Hayes,28,45,19,23.0,3.1,7.3,1.3,4.0,1.7,3.3,0.3,0.4,0.2,2.2,2.4,0.9,0.6,0.2,0.6,2.0,7.8,0.425,0.325,0.515,0.514,0.75,2010,2.063,63,58.04,0,0,0,1,0
Jason Kapono,28,57,12,17.1,2.2,5.3,1.1,3.0,1.1,2.3,0.2,0.3,0.2,0.9,1.2,0.7,0.4,0.1,0.6,1.4,5.7,0.415,0.367,0.478,0.519,0.667,2010,6.213,59,58.04,0,0,0,1,0
Jason Kidd,36,86,86,76.5,5.9,16.1,3.7,9.9,2.2,6.2,2.8,3.2,1.6,10.8,12.4,16.1,4.1,0.6,3.9,4.3,18.3,0.366,0.374,0.355,0.481,0.875,2010,8.0,80,58.04,0,0,1,0,0
Jason Maxiell,26,76,29,20.4,2.8,5.5,0.0,0.0,2.8,5.4,1.2,2.0,2.1,3.2,5.3,0.5,0.5,0.5,0.9,2.3,6.8,0.509,0.0,0.519,0.509,0.6,2010,5.0,69,58.04,1,0,0,0,0
Jason Richardson,29,95,92,64.8,13.0,26.5,5.0,11.4,8.0,15.2,4.5,5.9,2.1,8.4,10.5,2.9,1.9,0.7,1.8,4.3,35.5,0.491,0.439,0.526,0.585,0.763,2010,13.333,72,58.04,0,0,0,0,1
Jason Smith,23,56,2,11.8,1.3,3.1,0.2,0.5,1.2,2.6,0.5,0.8,1.0,1.4,2.4,0.6,0.4,0.5,0.6,2.0,3.4,0.419,0.4,0.462,0.452,0.625,2010,1.419,57,58.04,0,1,0,0,0
Jason Terry,32,83,12,62.0,10.2,25.0,3.8,9.8,6.5,15.2,5.0,6.2,0.5,3.8,4.3,5.8,1.9,0.4,2.4,4.5,29.3,0.408,0.388,0.428,0.484,0.806,2010,9.862,78,58.04,0,0,0,0,1
Jason Thompson,23,75,58,31.4,4.9,10.5,0.0,0.1,4.9,10.3,2.6,3.7,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5,0.467,0.0,0.476,0.467,0.703,2010,2.036,66,58.04,1,0,0,0,0
Jason Williams,34,96,18,34.5,3.2,7.9,1.4,4.4,1.8,3.5,0.8,0.9,0.3,2.1,2.3,5.2,0.9,0.0,1.5,1.4,8.6,0.405,0.318,0.514,0.494,0.889,2010,1.306,65,58.04,0,0,1,0,0
Jeff Foster,33,32,6,31.8,2.8,5.8,0.0,0.2,2.8,5.6,0.6,1.2,4.2,5.8,10.2,2.6,0.4,0.6,1.8,5.6,6.2,0.483,0.0,0.5,0.483,0.5,2010,6.078,65,58.04,1,0,0,0,0
