Player,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,2P%,eFG%,FT%,Season,Salary,Rating,Cap Maximum,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Isaiah Todd,20,12,0,6.2,0.6,2.2,0.3,1.3,0.3,0.8,0.2,0.5,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7,0.273,0.231,0.375,0.341,0.4,2022,1.836,70,123.655,0,1,0,0,0
Ivica Zubac,24,76,76,24.4,4.1,6.5,0.0,0.0,4.1,6.5,2.2,3.0,2.9,5.6,8.5,1.6,0.5,1.0,1.5,2.7,10.3,0.631,0.0,0.631,0.631,0.733,2022,10.933,78,123.655,1,0,0,0,0
JT Thor,19,33,0,7.9,0.7,1.7,0.2,0.8,0.5,0.8,0.4,0.6,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0,0.412,0.25,0.625,0.471,0.667,2022,1.836,70,123.655,0,1,0,0,0
Ja Morant,22,66,66,70.7,19.2,41.0,3.4,10.1,15.7,31.1,12.7,17.0,2.8,11.0,13.7,16.5,3.2,0.8,7.0,3.9,54.5,0.468,0.337,0.505,0.51,0.747,2022,34.005,85,123.655,0,0,1,0,0
JaVale McGee,34,86,17,26.9,6.8,10.4,0.0,0.2,6.8,10.2,2.3,3.1,3.5,7.2,10.7,1.2,0.6,1.5,2.1,4.7,16.0,0.654,0.0,0.667,0.654,0.742,2022,5.545,76,123.655,1,0,0,0,0
Jaden McDaniels,21,76,31,47.5,6.6,13.6,2.8,6.9,3.8,6.6,2.5,3.0,1.9,5.1,7.0,1.8,1.0,2.6,2.1,6.2,18.5,0.485,0.406,0.576,0.588,0.833,2022,3.901,75,123.655,0,1,0,0,0
Jaden Springer,19,7,0,5.6,1.1,1.7,0.0,0.2,1.1,1.5,0.0,0.0,0.5,1.3,1.8,0.4,0.0,1.0,0.5,0.2,2.2,0.647,0.0,0.733,0.647,0.0,2022,2.226,71,123.655,0,0,0,0,1
Jae Crowder,31,80,80,57.6,6.4,16.2,3.4,10.2,3.1,5.9,2.6,3.3,1.0,8.9,10.0,4.3,2.4,0.9,2.3,6.2,18.8,0.395,0.333,0.525,0.5,0.788,2022,3.196,77,123.655,0,1,0,0,0
Jae'Sean Tate,26,78,77,26.4,4.7,9.3,0.8,2.6,3.8,6.8,1.7,2.4,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,0.505,0.308,0.559,0.548,0.708,2022,6.5,77,123.655,0,1,0,0,0
Jahmi'us Ramsey,20,19,0,7.1,1.3,3.1,0.3,0.9,1.0,2.1,0.4,0.7,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,0.419,0.333,0.476,0.468,0.571,2022,0.232,70,123.655,0,0,0,0,1
Jakob Poeltl,26,68,67,29.0,6.0,9.8,0.0,0.0,6.0,9.7,1.4,2.8,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5,0.612,0.0,0.619,0.612,0.5,2022,19.5,77,123.655,1,0,0,0,0
Jalen Brunson,25,176,140,98.7,20.9,42.9,3.8,10.6,17.0,32.3,8.6,10.4,1.8,10.6,12.4,13.3,2.4,0.1,4.3,5.9,54.2,0.487,0.358,0.526,0.531,0.827,2022,26.347,78,123.655,0,0,0,0,1
Jalen Green,19,67,67,31.9,6.1,14.2,2.3,6.8,3.7,7.4,2.8,3.5,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,0.43,0.338,0.5,0.511,0.8,2022,9.891,79,123.655,0,0,0,0,1
Jalen Johnson,20,24,0,10.0,1.0,3.4,0.1,1.1,0.9,2.3,0.2,0.3,0.1,1.1,1.2,0.1,0.1,0.1,0.9,0.4,2.4,0.294,0.091,0.391,0.309,0.667,2022,2.925,73,123.655,0,1,0,0,0
Jalen McDaniels,24,55,2,16.3,2.2,4.6,0.7,2.0,1.5,2.7,1.0,1.3,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,0.478,0.35,0.556,0.554,0.769,2022,4.516,74,123.655,0,0,0,1,0
Jalen Smith,21,102,16,56.0,10.8,21.3,2.5,7.5,8.3,13.8,4.6,6.1,6.0,12.4,18.4,1.5,0.9,2.4,2.5,5.7,28.6,0.507,0.333,0.601,0.566,0.754,2022,5.044,71,123.655,0,1,0,0,0
Jalen Suggs,20,48,45,27.2,4.1,11.4,0.9,4.1,3.3,7.3,2.6,3.4,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8,0.36,0.22,0.452,0.399,0.765,2022,7.252,77,123.655,0,0,1,0,0
James Bouknight,21,31,0,9.8,1.6,4.5,0.5,1.6,1.0,3.0,0.9,1.0,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,0.356,0.312,0.333,0.411,0.9,2022,4.57,74,123.655,0,0,0,0,1
James Harden,32,142,142,151.8,23.7,58.1,9.1,26.9,14.6,31.2,27.6,31.4,3.3,25.1,28.5,39.6,4.6,2.2,16.8,9.5,84.1,0.408,0.338,0.468,0.486,0.879,2022,35.681,94,123.655,0,0,1,0,0
James Johnson,34,62,10,19.2,2.3,5.0,0.4,1.4,2.0,3.6,0.5,0.9,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.5,0.46,0.286,0.556,0.5,0.556,2022,3.839,73,123.655,0,1,0,0,0
Jared Butler,21,43,1,13.6,1.5,5.6,0.7,2.1,0.8,3.5,0.3,0.4,0.1,2.0,2.1,1.5,0.4,0.2,0.8,1.1,3.8,0.268,0.333,0.229,0.33,0.75,2022,0.56,70,123.655,0,0,0,0,1
Jaren Jackson Jr,22,90,90,55.0,10.4,26.3,3.9,11.1,6.6,15.1,6.9,8.8,3.7,8.9,12.6,2.0,1.7,4.8,3.1,7.9,31.7,0.395,0.351,0.437,0.47,0.784,2022,27.102,83,123.655,0,1,0,0,0
Jarrett Allen,23,56,56,32.3,6.6,9.7,0.0,0.2,6.6,9.6,2.9,4.2,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,0.68,0.0,0.688,0.68,0.69,2022,20.0,82,123.655,1,0,0,0,0
Javonte Green,28,70,46,37.8,3.3,8.4,0.6,2.8,2.8,5.6,1.4,1.9,3.0,4.2,7.2,1.3,2.8,0.5,1.3,3.6,8.6,0.393,0.214,0.5,0.429,0.737,2022,0.124,72,123.655,0,0,0,1,0
Jaxson Hayes,21,76,34,33.8,5.8,9.9,0.3,1.3,5.5,8.6,3.3,4.5,2.3,4.7,7.0,0.8,0.5,1.1,1.5,4.0,15.1,0.586,0.231,0.64,0.601,0.733,2022,2.165,76,123.655,1,0,0,0,0
Jaylen Brown,25,90,90,71.9,16.9,35.9,5.0,13.7,11.9,22.2,7.9,10.3,2.2,10.8,13.0,7.0,2.2,0.7,5.8,5.5,46.7,0.471,0.365,0.536,0.54,0.767,2022,31.83,86,123.655,0,0,0,1,0
Jaylen Nowell,22,63,1,27.7,6.2,16.7,1.0,7.6,5.1,9.1,1.2,1.5,0.4,1.6,2.0,3.1,1.4,0.2,0.6,2.2,14.5,0.371,0.132,0.56,0.401,0.8,2022,0.249,74,123.655,0,0,0,0,1
Jayson Tatum,23,100,100,76.9,17.7,40.3,6.2,16.8,11.5,23.5,11.0,13.3,2.1,12.6,14.7,10.6,2.2,1.5,7.1,5.3,52.5,0.439,0.369,0.489,0.516,0.827,2022,32.6,90,123.655,0,0,0,1,0
Jeff Green,35,80,68,47.3,4.9,10.5,1.3,3.8,3.6,6.6,3.0,3.6,1.9,4.7,6.7,1.7,1.0,0.8,1.3,3.2,14.1,0.467,0.342,0.545,0.529,0.833,2022,9.6,76,123.655,0,1,0,0,0
Jerami Grant,27,47,47,31.9,6.3,14.9,1.9,5.4,4.4,9.5,4.6,5.5,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,0.423,0.352,0.463,0.487,0.836,2022,27.586,82,123.655,0,1,0,0,0
Jeremiah Robinson-Earl,21,49,36,22.2,2.7,6.6,1.2,3.4,1.6,3.2,0.8,1.1,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,0.409,0.353,0.5,0.5,0.727,2022,2.549,70,123.655,1,0,0,0,0
Jevon Carter,26,143,6,54.9,5.6,13.3,3.4,8.2,2.1,5.2,1.0,1.1,1.0,5.9,6.9,5.9,1.9,0.6,2.0,4.2,15.5,0.421,0.415,0.404,0.549,0.909,2022,6.19,73,123.655,0,0,1,0,0
Jimmy Butler,32,91,91,107.9,26.6,53.1,3.3,10.0,23.3,43.1,19.9,23.6,6.6,13.9,20.7,14.7,5.8,1.7,5.1,4.5,76.2,0.501,0.33,0.541,0.532,0.843,2022,45.184,91,123.655,0,0,0,1,0
Joe Harris,30,14,14,30.2,4.0,8.9,2.9,6.3,1.1,2.6,0.4,0.4,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,0.449,0.46,0.423,0.612,1.0,2022,19.929,79,123.655,0,0,0,1,0
Joe Ingles,34,45,15,24.9,2.6,6.3,1.7,5.0,0.8,1.3,0.4,0.5,0.3,2.6,2.9,3.5,0.5,0.1,1.0,1.8,7.2,0.413,0.34,0.615,0.548,0.8,2022,11.0,80,123.655,0,0,0,1,0
Joel Embiid,27,78,78,72.3,17.6,35.7,2.1,7.0,15.5,28.7,16.9,20.7,4.2,18.2,22.4,6.3,1.5,2.3,6.3,6.1,54.2,0.493,0.3,0.54,0.522,0.816,2022,47.607,95,123.655,1,0,0,0,0
John Collins,24,59,57,55.2,10.1,19.7,2.0,5.5,8.1,14.3,3.5,5.1,2.1,10.3,12.4,3.0,1.0,1.2,2.1,5.4,25.6,0.513,0.364,0.566,0.563,0.686,2022,25.34,84,123.655,0,1,0,0,0
John Konchar,25,80,7,24.9,2.3,5.0,0.8,2.6,1.5,2.5,0.7,1.0,1.6,5.4,7.0,2.1,1.0,0.4,0.5,2.2,5.9,0.46,0.308,0.6,0.54,0.7,2022,2.4,74,123.655,0,0,0,0,1
Jonas Valanciunas,29,80,80,59.5,12.4,24.0,1.0,3.1,11.4,20.8,6.5,8.2,8.6,17.1,25.7,5.6,1.3,1.0,4.4,6.1,32.3,0.517,0.323,0.548,0.538,0.793,2022,15.435,83,123.655,1,0,0,0,0
Jonathan Kuminga,19,102,18,34.1,7.2,14.2,1.1,3.7,6.1,10.2,4.5,5.9,1.4,5.4,6.7,1.9,0.8,0.5,2.5,3.5,19.7,0.507,0.297,0.598,0.546,0.763,2022,6.013,75,123.655,0,0,0,1,0
Jordan Clarkson,29,85,1,55.4,12.6,26.3,3.9,11.6,8.7,14.7,4.5,5.2,1.6,4.9,6.7,3.8,1.3,0.4,3.3,4.7,33.5,0.479,0.336,0.592,0.553,0.865,2022,23.488,79,123.655,0,0,0,0,1
Jordan Nwora,23,70,13,21.6,3.3,8.6,1.3,4.2,2.0,4.4,0.6,1.0,0.6,3.4,4.0,1.3,0.4,0.3,0.9,1.3,8.4,0.384,0.31,0.455,0.459,0.6,2022,3.0,73,123.655,0,0,0,1,0
Jordan Poole,22,98,56,57.5,12.1,25.4,5.1,13.4,7.1,12.0,6.2,6.7,0.9,5.4,6.2,7.8,1.6,0.7,4.9,5.5,35.5,0.476,0.381,0.592,0.577,0.925,2022,27.955,76,123.655,0,0,0,0,1
Josh Christopher,20,74,2,18.0,3.0,6.8,0.8,2.6,2.3,4.2,1.1,1.5,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,0.441,0.308,0.548,0.5,0.733,2022,2.733,70,123.655,0,0,0,0,1
Josh Giddey,19,54,54,31.5,5.2,12.4,1.0,3.9,4.2,8.5,1.0,1.5,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,0.419,0.256,0.494,0.46,0.667,2022,6.587,75,123.655,0,0,0,1,0
Josh Green,21,83,3,23.1,2.4,5.6,0.7,2.6,1.7,3.1,0.6,1.2,0.9,2.3,3.2,1.6,1.0,0.2,0.7,2.7,6.2,0.429,0.269,0.548,0.491,0.5,2022,4.765,71,123.655,0,0,0,0,1
Josh Hart,26,108,106,98.8,17.2,34.0,4.8,13.5,12.4,20.5,9.2,12.1,3.1,17.2,20.4,12.5,3.4,0.7,6.6,8.2,48.2,0.506,0.356,0.605,0.576,0.76,2022,12.96,77,123.655,0,0,0,0,1
Josh Okogie,23,50,6,12.5,0.9,2.1,0.3,1.0,0.6,1.2,0.7,1.0,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,0.429,0.3,0.5,0.5,0.7,2022,2.816,74,123.655,0,0,0,0,1
Josh Richardson,28,130,14,73.7,11.0,25.1,4.9,11.6,6.0,13.5,4.6,5.1,2.0,6.6,8.5,5.6,2.7,1.2,3.2,5.3,31.3,0.438,0.422,0.444,0.536,0.902,2022,2.891,76,123.655,0,0,0,0,1
Jrue Holiday,31,79,76,71.6,14.5,33.8,4.1,11.4,10.5,22.4,4.2,5.3,2.0,8.1,10.1,13.3,3.4,1.0,5.5,4.3,37.4,0.429,0.36,0.469,0.49,0.792,2022,36.862,85,123.655,0,0,1,0,0
Juan Toscano-Anderson,28,87,6,17.1,1.9,3.9,0.5,1.6,1.3,2.4,0.6,1.2,0.4,2.7,3.1,2.3,0.8,0.3,1.5,1.8,4.9,0.487,0.312,0.542,0.551,0.5,2022,0.448,75,123.655,0,0,0,1,0
Julius Randle,27,72,72,35.3,7.1,17.3,1.7,5.4,5.4,11.9,4.2,5.6,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,0.41,0.315,0.454,0.46,0.75,2022,28.227,87,123.655,0,1,0,0,0
Justin Holiday,32,148,130,82.3,10.2,26.4,7.0,19.2,3.2,7.2,2.0,2.4,1.2,6.4,7.6,5.0,2.3,1.4,2.7,6.2,29.4,0.386,0.365,0.444,0.519,0.833,2022,3.196,73,123.655,0,0,0,0,1
Justise Winslow,25,96,22,55.9,8.3,19.7,1.3,5.6,7.0,14.2,2.8,4.8,3.6,10.5,14.1,6.1,2.6,1.6,3.1,4.5,20.6,0.421,0.232,0.493,0.454,0.583,2022,0.166,74,123.655,0,1,0,0,0
Jusuf Nurkic,27,56,56,28.2,5.7,10.7,0.3,1.0,5.5,9.7,3.3,4.8,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,0.533,0.3,0.567,0.547,0.688,2022,16.875,81,123.655,1,0,0,0,0
KJ Martin,21,79,2,21.0,3.5,6.6,0.8,2.1,2.8,4.5,1.0,1.6,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,0.53,0.381,0.622,0.591,0.625,2022,1.931,76,123.655,0,0,0,1,0
Kai Jones,21,21,0,3.0,0.4,0.7,0.0,0.1,0.4,0.6,0.1,0.4,0.1,0.4,0.5,0.2,0.0,0.1,0.3,0.4,1.0,0.571,0.0,0.667,0.571,0.25,2022,3.164,72,123.655,1,0,0,0,0
Karl-Anthony Towns,26,80,80,70.5,15.2,29.7,3.7,8.6,11.4,21.2,12.4,14.6,4.4,16.2,20.6,5.8,1.7,3.1,7.6,7.8,46.4,0.512,0.43,0.538,0.574,0.849,2022,36.016,87,123.655,1,0,0,0,0
Keita Bates-Diop,26,59,14,16.2,2.3,4.5,0.3,0.9,2.0,3.5,0.8,1.0,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,0.511,0.333,0.571,0.544,0.8,2022,2.347,72,123.655,0,0,0,1,0
Keldon Johnson,22,75,74,31.9,6.3,13.5,2.1,5.3,4.2,8.2,2.4,3.1,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0,17.0,0.467,0.396,0.512,0.544,0.774,2022,20.0,80,123.655,0,0,0,1,0
Kelly Olynyk,30,40,1,19.1,3.2,7.2,1.0,3.0,2.2,4.2,1.7,2.2,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,0.444,0.333,0.524,0.514,0.773,2022,12.195,78,123.655,1,0,0,0,0
Kelly Oubre,26,76,13,26.3,5.4,12.3,2.5,7.3,2.9,5.0,1.7,2.5,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5,15.0,0.439,0.342,0.58,0.541,0.68,2022,2.891,77,123.655,0,0,0,1,0
Kenrich Williams,27,49,0,21.9,3.0,6.5,0.8,2.5,2.1,4.0,0.6,1.1,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4,0.462,0.32,0.525,0.523,0.545,2022,6.175,74,123.655,0,0,0,1,0
Kentavious Caldwell-Pope,28,77,77,30.2,4.7,10.8,2.1,5.3,2.6,5.5,1.8,2.0,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,0.435,0.396,0.473,0.532,0.9,2022,14.705,74,123.655,0,0,0,0,1
Keon Johnson,19,74,24,53.3,7.3,20.8,2.5,7.4,4.8,13.3,3.3,4.2,1.8,4.4,6.3,5.9,2.3,0.9,3.5,5.5,20.4,0.351,0.338,0.361,0.411,0.786,2022,3.343,73,123.655,0,0,0,0,1
Kevin Durant,33,59,59,81.2,18.5,41.1,3.9,10.8,14.7,30.3,15.3,16.9,1.0,12.2,13.2,12.7,1.9,1.2,8.8,5.9,56.2,0.45,0.361,0.485,0.498,0.905,2022,47.649,96,123.655,0,1,0,0,0
Kevin Huerter,23,79,65,60.4,8.1,19.7,4.0,11.8,4.1,7.9,1.2,1.5,0.6,5.8,6.4,6.5,1.9,1.0,3.4,5.5,21.3,0.411,0.339,0.519,0.513,0.8,2022,15.67,77,123.655,0,0,0,1,0
Kevin Knox,22,62,0,26.9,6.6,14.0,4.6,10.5,2.0,3.5,2.5,3.2,1.5,4.0,5.5,0.9,1.4,0.3,2.2,1.8,20.4,0.471,0.438,0.571,0.636,0.781,2022,2.144,72,123.655,0,0,0,1,0
Kevin Love,33,74,4,22.5,4.4,10.3,2.5,6.4,1.9,3.8,2.2,2.7,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,0.427,0.391,0.5,0.549,0.815,2022,3.836,78,123.655,1,0,0,0,0
Kevin Porter,21,61,61,31.3,5.5,13.2,2.5,6.8,3.0,6.5,2.0,3.2,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6,0.417,0.368,0.462,0.511,0.625,2022,15.86,77,123.655,0,0,1,0,0
Kevon Looney,25,104,93,41.5,5.1,8.4,0.0,0.0,5.1,8.4,1.4,2.3,5.4,9.5,14.9,4.2,1.0,1.1,1.7,4.9,11.8,0.607,0.0,0.607,0.607,0.609,2022,7.5,73,123.655,1,0,0,0,0
Khem Birch,29,67,36,39.0,4.4,9.0,0.6,1.7,3.8,7.4,1.0,1.3,3.6,3.7,7.3,2.0,0.9,0.9,1.5,6.3,10.5,0.489,0.353,0.514,0.522,0.769,2022,6.985,76,123.655,1,0,0,0,0
Khris Middleton,30,68,68,68.4,11.8,27.5,5.5,13.6,6.4,13.9,5.4,5.9,1.1,9.3,10.4,12.4,2.7,0.3,8.4,5.4,34.6,0.429,0.404,0.46,0.529,0.915,2022,29.321,88,123.655,0,0,0,1,0
Killian Hayes,20,66,40,25.0,2.7,7.0,0.7,2.5,2.0,4.4,0.9,1.1,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,0.386,0.28,0.455,0.436,0.818,2022,7.414,71,123.655,0,0,1,0,0
Kira Lewis,20,24,0,14.2,2.5,6.1,0.5,2.4,1.9,3.7,0.4,0.5,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,0.41,0.208,0.514,0.451,0.8,2022,5.722,72,123.655,0,0,1,0,0
Klay Thompson,31,54,54,65.4,14.9,34.6,7.1,18.4,7.8,16.3,2.6,3.0,0.8,7.0,7.8,5.1,1.6,1.2,2.6,3.8,39.4,0.431,0.386,0.479,0.533,0.867,2022,43.219,87,123.655,0,0,0,0,1
Kris Dunn,27,14,3,24.0,3.1,7.3,0.1,0.8,3.1,6.5,1.2,1.3,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,7.6,0.425,0.125,0.477,0.432,0.923,2022,2.586,75,123.655,0,0,1,0,0
Kristaps Porzingis,26,102,102,86.7,20.8,45.1,4.6,14.6,16.2,30.6,15.1,17.4,6.1,18.5,24.6,7.2,2.1,4.8,4.8,8.2,61.5,0.461,0.315,0.529,0.512,0.868,2022,36.016,84,123.655,0,1,0,0,0
Kyle Anderson,28,81,12,39.9,5.4,11.1,0.8,2.6,4.7,8.5,1.9,3.0,1.8,7.8,9.6,4.5,2.0,1.3,1.8,3.4,13.6,0.486,0.308,0.553,0.523,0.633,2022,9.22,79,123.655,0,1,0,0,0
Kyle Kuzma,26,66,66,33.4,6.4,14.2,1.9,5.7,4.5,8.5,2.4,3.3,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,0.451,0.333,0.529,0.518,0.727,2022,25.568,77,123.655,0,1,0,0,0
Kyle Lowry,35,136,136,97.3,11.3,28.6,5.9,17.6,5.4,11.0,6.1,7.5,1.3,11.3,12.6,19.7,3.4,1.3,7.3,8.5,34.6,0.395,0.335,0.491,0.498,0.813,2022,29.683,83,123.655,0,0,1,0,0
Kyrie Irving,29,33,33,80.1,17.0,37.0,5.4,13.5,11.5,23.5,9.4,9.7,2.1,7.6,9.7,11.1,3.2,1.9,4.8,6.1,48.7,0.459,0.4,0.489,0.532,0.969,2022,37.037,91,123.655,0,0,1,0,0
LaMelo Ball,20,75,75,32.3,7.2,16.7,2.9,7.5,4.2,9.2,2.8,3.2,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,0.431,0.387,0.457,0.518,0.875,2022,10.901,84,123.655,0,0,1,0,0
Lamar Stevens,24,63,13,16.1,2.5,5.1,0.3,1.0,2.2,4.0,0.8,1.2,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1,0.49,0.3,0.55,0.52,0.667,2022,2.492,71,123.655,0,1,0,0,0
Landry Shamet,24,81,14,36.8,4.4,11.0,2.6,7.0,1.8,4.0,1.4,1.8,0.5,3.0,3.5,2.9,0.9,0.1,1.2,2.1,12.6,0.4,0.371,0.45,0.518,0.778,2022,10.25,73,123.655,0,0,0,0,1
Larry Nance Jr,29,98,22,87.7,12.3,22.7,1.7,5.6,10.4,17.1,4.2,5.2,8.0,13.4,21.1,6.5,3.0,1.9,3.6,8.0,30.4,0.542,0.304,0.608,0.579,0.808,2022,10.375,77,123.655,0,1,0,0,0
Lauri Markkanen,24,61,61,30.8,5.1,11.5,2.2,6.2,2.9,5.3,2.3,2.6,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0.443,0.355,0.547,0.539,0.885,2022,17.26,79,123.655,0,0,0,1,0
LeBron James,37,56,56,37.2,11.4,21.8,2.9,8.0,8.6,13.8,4.5,6.0,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,0.523,0.362,0.623,0.589,0.75,2022,47.607,96,123.655,1,0,0,0,0
Lonzo Ball,24,35,35,34.6,4.6,10.9,3.1,7.4,1.5,3.5,0.6,0.8,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,0.422,0.419,0.429,0.564,0.75,2022,20.465,82,123.655,0,0,1,0,0
Luguentz Dort,22,51,51,32.6,5.7,14.2,2.5,7.7,3.2,6.6,3.2,3.7,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,0.401,0.325,0.485,0.489,0.865,2022,15.278,78,123.655,0,0,0,0,1
Luka Doncic,22,80,80,72.2,20.6,45.1,6.5,18.7,14.1,26.4,12.5,16.5,1.6,17.4,18.9,15.1,3.0,1.2,8.4,5.1,60.1,0.457,0.348,0.534,0.529,0.758,2022,40.064,94,123.655,0,0,1,0,0
Luke Kennard,25,70,13,27.4,4.1,9.1,2.7,6.0,1.4,3.1,1.0,1.1,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,0.451,0.45,0.452,0.599,0.909,2022,14.764,75,123.655,0,0,0,0,1
Malachi Flynn,23,50,5,18.2,1.6,5.4,0.7,2.5,1.0,2.8,0.3,0.5,0.5,1.4,1.9,2.1,0.7,0.1,0.5,2.0,4.3,0.296,0.28,0.357,0.361,0.6,2022,3.873,73,123.655,0,0,1,0,0
Malcolm Brogdon,29,36,36,33.5,6.8,15.1,1.6,5.2,5.1,9.9,4.0,4.6,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,0.45,0.308,0.515,0.503,0.87,2022,22.5,82,123.655,0,0,1,0,0
Malik Beasley,25,85,18,44.8,7.4,18.1,4.3,12.3,3.0,5.9,1.4,1.8,0.6,5.5,6.2,2.2,0.8,0.4,1.7,2.6,20.6,0.409,0.35,0.508,0.528,0.778,2022,2.71,80,123.655,0,0,0,0,1
Malik Monk,23,76,37,28.1,5.1,10.9,2.3,5.8,2.9,5.1,1.2,1.5,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,0.468,0.397,0.569,0.573,0.8,2022,9.946,76,123.655,0,0,0,0,1
Mamadi Diakite,25,13,3,14.5,1.9,3.6,0.0,0.4,1.9,3.2,0.5,0.8,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3,0.528,0.0,0.594,0.528,0.625,2022,0.711,69,123.655,0,1,0,0,0
Marcus Morris,32,54,54,29.0,5.6,12.8,1.9,5.1,3.7,7.7,2.4,2.7,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,0.437,0.373,0.481,0.512,0.889,2022,16.804,78,123.655,0,1,0,0,0
Marcus Smart,27,92,92,68.5,9.6,23.4,4.0,11.6,5.6,11.8,4.4,5.5,1.6,6.8,8.3,11.8,2.9,0.5,4.7,5.7,27.5,0.41,0.345,0.475,0.496,0.8,2022,18.584,79,123.655,0,0,1,0,0
Markelle Fultz,23,18,3,20.0,4.6,9.7,0.2,0.9,4.4,8.8,1.4,1.7,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,0.474,0.222,0.5,0.485,0.824,2022,17.0,77,123.655,0,0,1,0,0
Markieff Morris,32,18,1,20.5,3.2,7.7,0.8,2.3,2.4,5.4,0.5,0.5,1.0,2.6,3.6,1.4,0.4,0.1,2.2,3.9,7.6,0.416,0.348,0.444,0.468,1.0,2022,3.196,72,123.655,0,1,0,0,0
Mason Plumlee,31,73,73,24.6,2.8,4.4,0.0,0.0,2.8,4.4,0.9,2.3,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,6.5,0.636,0.0,0.636,0.636,0.391,2022,5.0,79,123.655,1,0,0,0,0
Matisse Thybulle,24,141,100,66.2,5.8,11.7,1.8,6.0,4.0,5.9,1.1,1.7,1.4,4.2,5.6,2.6,4.2,3.0,1.4,6.5,14.4,0.496,0.3,0.678,0.573,0.647,2022,10.5,75,123.655,0,0,0,0,1
Max Strus,25,86,34,52.4,7.5,18.4,5.3,14.4,2.2,4.0,1.3,1.8,1.2,5.8,7.1,3.5,1.2,0.6,1.9,4.8,21.5,0.408,0.368,0.55,0.552,0.722,2022,14.488,73,123.655,0,0,0,1,0
Maxi Kleber,30,77,21,50.0,5.4,11.9,3.3,8.6,2.1,3.3,1.6,2.3,2.0,8.4,10.5,2.3,0.7,1.8,1.4,5.0,15.7,0.454,0.384,0.636,0.592,0.696,2022,11.0,76,123.655,0,1,0,0,0
Michael Porter,23,9,9,29.4,4.1,11.4,1.1,5.3,3.0,6.1,0.6,1.0,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,0.36,0.208,0.492,0.408,0.6,2022,33.387,84,123.655,0,0,0,1,0
